accession_8k,ticker,fy,q,oracle_source
0001140361-24-020916,TROX,2024,Q1,GT
0001140361-24-023850,TROX,2024,Q1,GT
0001140361-24-035449,TROX,2024,Q2,GT
0001140361-24-044208,TROX,2024,Q3,GT
0001140361-25-004170,TROX,2024,Q4,GT
0001140361-25-016827,TROX,2025,Q1,GT
0001140361-25-028118,TROX,2025,Q2,GT
0001140361-25-040677,TROX,2025,Q3,GT
0001140361-26-002398,TROX,2025,Q4,GT
0001140361-26-006120,TROX,2025,Q4,GT
0001552033-23-000037,TRU,2023,Q2,GT
0001552033-23-000047,TRU,2023,Q3,GT
0001552033-24-000017,TRU,2023,Q4,GT
0001552033-24-000037,TRU,2024,Q1,GT
0001552033-24-000063,TRU,2024,Q2,GT
0001552033-24-000072,TRU,2024,Q3,GT
0001552033-25-000012,TRU,2024,Q4,GT
0001552033-25-000023,TRU,2025,Q1,GT
0001552033-25-000044,TRU,2025,Q2,GT
0001552033-25-000055,TRU,2025,Q3,GT
0001552033-26-000006,TRU,2025,Q4,GT
0000916365-23-000052,TSCO,2023,Q1,GT
0000916365-23-000087,TSCO,2023,Q2,GT
0000916365-23-000108,TSCO,2023,Q3,GT
0000916365-24-000005,TSCO,2023,Q4,GT
0000916365-24-000054,TSCO,2024,Q1,GT
0000916365-24-000083,TSCO,2024,Q2,GT
0000916365-24-000104,TSCO,2024,Q3,GT
0000916365-25-000008,TSCO,2024,Q4,GT
0000916365-25-000085,TSCO,2025,Q1,GT
0000916365-25-000135,TSCO,2025,Q2,GT
0000916365-25-000157,TSCO,2025,Q3,GT
0000916365-26-000005,TSCO,2025,Q4,GT
0001558370-23-008123,TSE,2023,Q1,GT
0001558370-23-013249,TSE,2023,Q2,GT
0001558370-23-017600,TSE,2023,Q3,GT
0001558370-24-000986,TSE,2023,Q4,GT
0001558370-24-007366,TSE,2024,Q1,GT
0001558370-24-014670,TSE,2024,Q3,GT
0001558370-25-000866,TSE,2024,Q4,GT
0001558370-25-006778,TSE,2025,Q1,GT
0001558370-25-010538,TSE,2025,Q2,GT
0001564590-23-005126,TSLA,2023,Q1,GT
0001564590-23-005959,TSLA,2023,Q1,GT
0000950170-23-031241,TSLA,2023,Q2,GT
0000950170-23-033544,TSLA,2023,Q2,GT
0000950170-23-050938,TSLA,2023,Q3,GT
0001628280-23-034588,TSLA,2023,Q3,GT
0000950170-24-000282,TSLA,2023,Q4,GT
0000950170-24-007073,TSLA,2023,Q4,GT
0000950170-24-040274,TSLA,2024,Q1,GT
0000950170-24-046895,TSLA,2024,Q1,GT
0001628280-24-030714,TSLA,2024,Q2,GT
0001628280-24-032603,TSLA,2024,Q2,GT
0001628280-24-041816,TSLA,2024,Q3,GT
0001628280-24-043432,TSLA,2024,Q3,GT
0001628280-25-000007,TSLA,2024,Q4,GT
0001628280-25-002993,TSLA,2024,Q4,GT
0001628280-25-016070,TSLA,2025,Q1,GT
0001628280-25-018851,TSLA,2025,Q1,GT
0001628280-25-033842,TSLA,2025,Q2,GT
0001628280-25-035738,TSLA,2025,Q2,GT
0001628280-25-043530,TSLA,2025,Q3,GT
0001628280-25-045861,TSLA,2025,Q3,GT
0001628280-26-000016,TSLA,2025,Q4,GT
0001628280-26-003837,TSLA,2025,Q4,GT
0001628280-26-022956,TSLA,2026,Q1,GT
0001628280-26-026551,TSLA,2026,Q1,GT
0000100493-23-000066,TSN,2023,Q2,GT
0000100493-23-000084,TSN,2023,Q3,GT
0000100493-23-000104,TSN,2023,Q4,GT
0000100493-24-000013,TSN,2024,Q1,GT
0000100493-24-000068,TSN,2024,Q2,GT
0000100493-24-000101,TSN,2024,Q3,GT
0000100493-24-000118,TSN,2024,Q4,GT
0000100493-25-000006,TSN,2025,Q1,GT
0000100493-25-000055,TSN,2025,Q2,GT
0000100493-25-000074,TSN,2025,Q3,GT
0000100493-25-000094,TSN,2025,Q4,GT
0000100493-26-000005,TSN,2026,Q1,GT
0001157523-23-000805,TTD,2023,Q1,GT
0001157523-23-001303,TTD,2023,Q2,GT
0001157523-23-001709,TTD,2023,Q3,GT
0001157523-24-000260,TTD,2023,Q4,GT
0001671933-24-000051,TTD,2024,Q1,GT
0001671933-24-000089,TTD,2024,Q2,GT
0001671933-24-000120,TTD,2024,Q3,GT
0001671933-25-000014,TTD,2024,Q4,GT
0001671933-25-000061,TTD,2025,Q1,GT
0001671933-25-000123,TTD,2025,Q2,GT
0001671933-25-000143,TTD,2025,Q3,GT
0001193125-26-021804,TTD,2025,Q4,GT
0001671933-26-000009,TTD,2025,Q4,GT
0001628280-23-018699,TTWO,2023,Q4,GT
0001628280-23-028199,TTWO,2024,Q1,GT
0001628280-23-037860,TTWO,2024,Q2,GT
0001628280-24-003879,TTWO,2024,Q3,GT
0001628280-24-023782,TTWO,2024,Q4,GT
0001628280-24-036152,TTWO,2025,Q1,GT
0001628280-24-045720,TTWO,2025,Q2,GT
0001628280-25-004262,TTWO,2025,Q3,GT
0001628280-25-025900,TTWO,2025,Q4,GT
0001628280-25-038919,TTWO,2026,Q1,GT
0001628280-25-050182,TTWO,2026,Q2,GT
0001628280-26-005010,TTWO,2026,Q3,GT
0001438533-23-000023,TVTX,2023,Q1,GT
0001438533-23-000036,TVTX,2023,Q2,GT
0001438533-23-000046,TVTX,2023,Q3,GT
0001193125-24-003866,TVTX,2023,Q4,GT
0001438533-24-000003,TVTX,2023,Q4,GT
0001438533-24-000019,TVTX,2024,Q1,GT
0001438533-24-000030,TVTX,2024,Q2,GT
0001438533-24-000046,TVTX,2024,Q3,GT
0001438533-25-000002,TVTX,2024,Q4,GT
0001438533-25-000008,TVTX,2024,Q4,GT
0001438533-25-000045,TVTX,2025,Q2,GT
0001438533-25-000055,TVTX,2025,Q3,GT
0001438533-26-000003,TVTX,2025,Q4,GT
0001438533-26-000013,TVTX,2025,Q4,GT
0001758730-23-000124,TW,2023,Q1,GT
0001758730-23-000157,TW,2023,Q2,GT
0001758730-23-000168,TW,2023,Q3,GT
0001758730-24-000022,TW,2023,Q4,GT
0001758730-24-000092,TW,2024,Q1,GT
0001758730-24-000155,TW,2024,Q2,GT
0001758730-24-000189,TW,2024,Q3,GT
0001758730-25-000035,TW,2024,Q4,GT
0001758730-25-000107,TW,2025,Q1,GT
0001758730-25-000160,TW,2025,Q2,GT
0001758730-25-000171,TW,2025,Q3,GT
0001758730-26-000014,TW,2025,Q4,GT
0001447669-23-000099,TWLO,2023,Q1,GT
0001447669-23-000168,TWLO,2023,Q2,GT
0001447669-23-000224,TWLO,2023,Q3,GT
0001193125-24-004000,TWLO,2023,Q4,GT
0001447669-24-000015,TWLO,2023,Q4,GT
0001447669-24-000069,TWLO,2024,Q1,GT
0001447669-24-000127,TWLO,2024,Q2,GT
0001447669-24-000175,TWLO,2024,Q3,GT
0001193125-25-011461,TWLO,2024,Q4,GT
0001447669-25-000016,TWLO,2024,Q4,GT
0001447669-25-000067,TWLO,2025,Q1,GT
0001447669-25-000119,TWLO,2025,Q2,GT
0001447669-25-000147,TWLO,2025,Q3,GT
0001447669-26-000010,TWLO,2025,Q4,GT
0001628280-23-015988,TWST,2023,Q2,GT
0001628280-23-027406,TWST,2023,Q3,GT
0001628280-23-039394,TWST,2023,Q4,GT
0001628280-24-002998,TWST,2024,Q1,GT
0001628280-24-019999,TWST,2024,Q2,GT
0001628280-24-034277,TWST,2024,Q3,GT
0001628280-24-048173,TWST,2024,Q4,GT
0001628280-25-003387,TWST,2025,Q1,GT
0001104659-25-044352,TWST,2025,Q2,GT
0001581280-25-000006,TWST,2025,Q3,GT
0001581280-25-000020,TWST,2025,Q4,GT
0001581280-26-000012,TWST,2026,Q1,GT
0001581280-26-000016,TWST,2026,Q1,GT
0001770787-23-000026,TXG,2023,Q1,GT
0001770787-23-000045,TXG,2023,Q2,GT
0001770787-23-000051,TXG,2023,Q3,GT
0001770787-24-000004,TXG,2023,Q4,GT
0001770787-24-000015,TXG,2023,Q4,GT
0001770787-24-000035,TXG,2024,Q1,GT
0001770787-24-000058,TXG,2024,Q2,GT
0001770787-24-000064,TXG,2024,Q3,GT
0001770787-24-000071,TXG,2024,Q3,GT
0001770787-25-000003,TXG,2024,Q4,GT
0001770787-25-000011,TXG,2024,Q4,GT
0001770787-25-000031,TXG,2025,Q1,GT
0001770787-25-000048,TXG,2025,Q2,GT
0001770787-25-000058,TXG,2025,Q3,GT
0001628280-26-001808,TXG,2025,Q4,GT
0001628280-26-007673,TXG,2025,Q4,GT
0000097476-23-000023,TXN,2023,Q1,GT
0000097476-23-000033,TXN,2023,Q2,GT
0000097476-23-000039,TXN,2023,Q3,GT
0000097476-24-000004,TXN,2023,Q4,GT
0000097476-24-000020,TXN,2024,Q1,GT
0000097476-24-000029,TXN,2024,Q2,GT
0000097476-24-000040,TXN,2024,Q3,GT
0000097476-25-000003,TXN,2024,Q4,GT
0000097476-25-000025,TXN,2025,Q1,GT
0000097476-25-000033,TXN,2025,Q2,GT
0000097476-25-000056,TXN,2025,Q3,GT
0000097476-26-000003,TXN,2025,Q4,GT
0000097476-26-000097,TXN,2026,Q1,GT
0001104659-23-055995,TXRH,2023,Q1,GT
0001104659-23-084761,TXRH,2023,Q2,GT
0001558370-23-016853,TXRH,2023,Q3,GT
0001558370-24-001236,TXRH,2023,Q4,GT
0001558370-24-006538,TXRH,2024,Q1,GT
0001558370-24-010176,TXRH,2024,Q2,GT
0001558370-24-013617,TXRH,2024,Q3,GT
0001558370-25-001213,TXRH,2024,Q4,GT
0001558370-25-006967,TXRH,2025,Q1,GT
0001558370-25-010761,TXRH,2025,Q2,GT
0001104659-25-107724,TXRH,2025,Q3,GT
0001104659-26-017538,TXRH,2025,Q4,GT
0000217346-23-000009,TXT,2023,Q1,GT
0000217346-23-000022,TXT,2023,Q2,GT
0000217346-23-000032,TXT,2023,Q3,GT
0000217346-24-000014,TXT,2023,Q4,GT
0000217346-24-000050,TXT,2024,Q1,GT
0000217346-24-000081,TXT,2024,Q2,GT
0000217346-24-000091,TXT,2024,Q3,GT
0000217346-25-000014,TXT,2024,Q4,GT
0000217346-25-000044,TXT,2025,Q1,GT
0000217346-25-000066,TXT,2025,Q2,GT
0000217346-25-000074,TXT,2025,Q3,GT
0000217346-26-000002,TXT,2025,Q4,GT
0000860731-23-000016,TYL,2023,Q1,GT
0000860731-23-000026,TYL,2023,Q2,GT
0000860731-23-000035,TYL,2023,Q3,GT
0000860731-24-000003,TYL,2023,Q4,GT
0000860731-24-000023,TYL,2024,Q1,GT
0000860731-24-000039,TYL,2024,Q2,GT
0000860731-24-000050,TYL,2024,Q3,GT
0000860731-25-000003,TYL,2024,Q4,GT
0000860731-25-000024,TYL,2025,Q1,GT
0000860731-25-000035,TYL,2025,Q2,GT
0000860731-25-000045,TYL,2025,Q3,GT
0000860731-26-000013,TYL,2025,Q4,GT
0001810806-23-000057,U,2023,Q1,GT
0001810806-23-000126,U,2023,Q2,GT
0001193125-23-253118,U,2023,Q3,GT
0001810806-23-000179,U,2023,Q3,GT
0001810806-24-000021,U,2023,Q4,GT
0001810806-24-000097,U,2024,Q1,GT
0001810806-24-000186,U,2024,Q2,GT
0001810806-24-000225,U,2024,Q3,GT
0001810806-25-000021,U,2024,Q4,GT
0001810806-25-000092,U,2025,Q1,GT
0001810806-25-000148,U,2025,Q2,GT
0001810806-25-000167,U,2025,Q3,GT
0001810806-26-000010,U,2025,Q4,GT
0001543151-23-000013,UBER,2023,Q1,GT
0001543151-23-000021,UBER,2023,Q2,GT
0001543151-23-000036,UBER,2023,Q3,GT
0001543151-24-000008,UBER,2023,Q4,GT
0001543151-24-000017,UBER,2024,Q1,GT
0001543151-24-000024,UBER,2024,Q2,GT
0001543151-24-000033,UBER,2024,Q3,GT
0001543151-25-000004,UBER,2024,Q4,GT
0001543151-25-000012,UBER,2025,Q1,GT
0001543151-25-000020,UBER,2025,Q2,GT
0001543151-25-000030,UBER,2025,Q3,GT
0001543151-26-000011,UBER,2025,Q4,GT
0000074208-23-000040,UDR,2023,Q1,GT
0000074208-23-000053,UDR,2023,Q2,GT
0000074208-23-000063,UDR,2023,Q3,GT
0000074208-24-000005,UDR,2023,Q4,GT
0000074208-24-000036,UDR,2024,Q1,GT
0000074208-24-000057,UDR,2024,Q2,GT
0000074208-24-000077,UDR,2024,Q3,GT
0000074208-25-000007,UDR,2024,Q4,GT
0000074208-25-000032,UDR,2025,Q1,GT
0000074208-25-000048,UDR,2025,Q2,GT
0000074208-25-000069,UDR,2025,Q3,GT
0000074208-26-000009,UDR,2025,Q4,GT
0000950170-23-014576,UHS,2023,Q1,GT
0000950170-23-034571,UHS,2023,Q2,GT
0000950170-23-055374,UHS,2023,Q3,GT
0000950170-24-047947,UHS,2024,Q1,GT
0000950170-24-086313,UHS,2024,Q2,GT
0000950170-24-117220,UHS,2024,Q3,GT
0000950170-25-059583,UHS,2025,Q1,GT
0000950170-25-099405,UHS,2025,Q2,GT
0001193125-25-252399,UHS,2025,Q3,GT
0001020859-23-000029,UNFI,2023,Q3,GT
0001020859-23-000039,UNFI,2023,Q4,GT
0001020859-23-000113,UNFI,2024,Q1,GT
0001020859-24-000003,UNFI,2024,Q2,GT
0001020859-24-000025,UNFI,2024,Q3,GT
0001020859-24-000040,UNFI,2024,Q4,GT
0001020859-24-000096,UNFI,2025,Q1,GT
0001020859-25-000011,UNFI,2025,Q2,GT
0001020859-25-000025,UNFI,2025,Q3,GT
0001020859-25-000050,UNFI,2025,Q4,GT
0001020859-25-000063,UNFI,2026,Q1,GT
0001020859-26-000004,UNFI,2026,Q2,GT
0000731766-23-000026,UNH,2023,Q1,GT
0000731766-23-000049,UNH,2023,Q2,GT
0000731766-23-000058,UNH,2023,Q3,GT
0000731766-24-000023,UNH,2023,Q4,GT
0000731766-24-000146,UNH,2024,Q1,GT
0000731766-24-000242,UNH,2024,Q2,GT
0000731766-24-000320,UNH,2024,Q3,GT
0000731766-25-000022,UNH,2024,Q4,GT
0000731766-25-000123,UNH,2025,Q1,GT
0000731766-25-000228,UNH,2025,Q2,GT
0000731766-25-000301,UNH,2025,Q3,GT
0000731766-26-000025,UNH,2025,Q4,GT
0001437749-23-010684,UNP,2023,Q1,GT
0001437749-23-020647,UNP,2023,Q2,GT
0001437749-23-028559,UNP,2023,Q3,GT
0001437749-24-002118,UNP,2023,Q4,GT
0001437749-24-013124,UNP,2024,Q1,GT
0001437749-24-023420,UNP,2024,Q2,GT
0001437749-24-031962,UNP,2024,Q3,GT
0001628280-25-002292,UNP,2024,Q4,GT
0000100885-25-000150,UNP,2025,Q1,GT
0000100885-25-000250,UNP,2025,Q2,GT
0000100885-25-000320,UNP,2025,Q3,GT
0000100885-26-000032,UNP,2025,Q4,GT
0000100885-26-000154,UNP,2026,Q1,GT
0001090727-23-000021,UPS,2023,Q1,GT
0001090727-23-000035,UPS,2023,Q2,GT
0001090727-23-000050,UPS,2023,Q3,GT
0001090727-24-000004,UPS,2023,Q4,GT
0001090727-24-000024,UPS,2024,Q1,GT
0001090727-24-000041,UPS,2024,Q2,GT
0001090727-24-000057,UPS,2024,Q3,GT
0001090727-25-000004,UPS,2024,Q4,GT
0001090727-25-000046,UPS,2025,Q1,GT
0001090727-25-000061,UPS,2025,Q2,GT
0001628280-25-046550,UPS,2025,Q3,GT
0001628280-26-003510,UPS,2025,Q4,GT
0001627475-23-000030,UPWK,2023,Q1,GT
0001627475-23-000048,UPWK,2023,Q2,GT
0001627475-23-000055,UPWK,2023,Q3,GT
0001627475-24-000005,UPWK,2023,Q4,GT
0001627475-24-000020,UPWK,2024,Q1,GT
0001627475-24-000032,UPWK,2024,Q2,GT
0001193125-24-241498,UPWK,2024,Q3,GT
0001627475-24-000041,UPWK,2024,Q3,GT
0001627475-25-000005,UPWK,2024,Q4,GT
0001627475-25-000031,UPWK,2025,Q1,GT
0001627475-25-000043,UPWK,2025,Q2,GT
0001627475-25-000055,UPWK,2025,Q3,GT
0001627475-26-000005,UPWK,2025,Q4,GT
0001665918-23-000085,USFD,2023,Q1,GT
0001665918-23-000124,USFD,2023,Q2,GT
0001665918-23-000142,USFD,2023,Q3,GT
0001665918-24-000012,USFD,2023,Q4,GT
0001665918-24-000098,USFD,2024,Q1,GT
0001665918-24-000132,USFD,2024,Q2,GT
0001665918-24-000147,USFD,2024,Q3,GT
0001665918-25-000010,USFD,2024,Q4,GT
0001665918-25-000015,USFD,2024,Q4,GT
0001665918-25-000080,USFD,2025,Q1,GT
0001665918-25-000119,USFD,2025,Q2,GT
0001665918-25-000144,USFD,2025,Q3,GT
0001665918-26-000002,USFD,2025,Q4,GT
0001665918-26-000005,USFD,2025,Q4,GT
0001739566-23-000113,UTZ,2023,Q1,GT
0001739566-23-000134,UTZ,2023,Q2,GT
0001739566-23-000146,UTZ,2023,Q3,GT
0001739566-24-000010,UTZ,2023,Q4,GT
0001739566-24-000052,UTZ,2023,Q4,GT
0001739566-24-000106,UTZ,2024,Q1,GT
0001739566-24-000124,UTZ,2024,Q2,GT
0001739566-24-000154,UTZ,2024,Q3,GT
0001739566-25-000049,UTZ,2024,Q4,GT
0001739566-25-000058,UTZ,2025,Q1,GT
0001739566-25-000109,UTZ,2025,Q1,GT
0001739566-25-000151,UTZ,2025,Q2,GT
0001628280-26-001735,UTZ,2025,Q4,GT
0001628280-26-004786,UTZ,2025,Q4,GT
0001628280-26-007457,UTZ,2025,Q4,GT
0001111335-23-000021,VC,2023,Q1,GT
0001111335-23-000038,VC,2023,Q2,GT
0001111335-23-000044,VC,2023,Q3,GT
0001111335-24-000017,VC,2023,Q4,GT
0001111335-24-000095,VC,2024,Q1,GT
0001111335-24-000120,VC,2024,Q2,GT
0001111335-24-000131,VC,2024,Q3,GT
0001111335-25-000005,VC,2024,Q4,GT
0001111335-25-000058,VC,2025,Q1,GT
0001111335-25-000136,VC,2025,Q2,GT
0001111335-25-000170,VC,2025,Q3,GT
0001111335-26-000005,VC,2025,Q4,GT
0001111335-26-000015,VC,2026,Q1,GT
0001157523-23-000746,VCTR,2023,Q1,GT
0001157523-23-001256,VCTR,2023,Q2,GT
0001157523-23-001634,VCTR,2023,Q3,GT
0001157523-24-000205,VCTR,2023,Q4,GT
0000950170-24-057171,VCTR,2024,Q1,GT
0000950170-24-094116,VCTR,2024,Q2,GT
0000950170-24-123454,VCTR,2024,Q3,GT
0000950170-25-015454,VCTR,2024,Q4,GT
0000950170-25-067102,VCTR,2025,Q1,GT
0000950170-25-105162,VCTR,2025,Q2,GT
0001193125-25-269768,VCTR,2025,Q3,GT
0001193125-26-037708,VCTR,2025,Q4,GT
0001393052-23-000031,VEEV,2024,Q1,GT
0001393052-23-000048,VEEV,2024,Q2,GT
0001393052-23-000057,VEEV,2024,Q3,GT
0001393052-23-000062,VEEV,2024,Q3,GT
0001393052-24-000008,VEEV,2024,Q4,GT
0001393052-24-000019,VEEV,2025,Q1,GT
0001393052-24-000058,VEEV,2025,Q2,GT
0001393052-24-000067,VEEV,2025,Q3,GT
0001393052-24-000071,VEEV,2025,Q3,GT
0001393052-25-000006,VEEV,2025,Q4,GT
0001393052-25-000037,VEEV,2026,Q1,GT
0001393052-25-000063,VEEV,2026,Q2,GT
0001393052-25-000074,VEEV,2026,Q3,GT
0001393052-26-000007,VEEV,2026,Q4,GT
0001157523-23-000902,VFC,2023,Q4,GT
0001157523-23-001206,VFC,2024,Q1,GT
0001157523-23-001573,VFC,2024,Q2,GT
0001157523-24-000175,VFC,2024,Q3,GT
0000103379-24-000006,VFC,2024,Q4,GT
0000103379-24-000016,VFC,2025,Q1,GT
0000103379-24-000028,VFC,2025,Q2,GT
0000103379-25-000004,VFC,2025,Q3,GT
0000103379-25-000021,VFC,2025,Q4,GT
0000103379-25-000033,VFC,2026,Q1,GT
0000103379-25-000058,VFC,2026,Q2,GT
0000103379-26-000008,VFC,2026,Q3,GT
0001705696-23-000071,VICI,2023,Q1,GT
0001705696-23-000092,VICI,2023,Q2,GT
0001705696-23-000112,VICI,2023,Q3,GT
0001705696-24-000032,VICI,2023,Q4,GT
0001705696-24-000079,VICI,2024,Q1,GT
0001705696-24-000098,VICI,2024,Q2,GT
0001705696-24-000118,VICI,2024,Q3,GT
0001705696-25-000032,VICI,2024,Q4,GT
0001705696-25-000086,VICI,2025,Q1,GT
0001705696-25-000106,VICI,2025,Q2,GT
0001705696-25-000130,VICI,2025,Q3,GT
0001705696-26-000033,VICI,2025,Q4,GT
0000950170-23-017880,VIR,2023,Q1,GT
0001193125-23-190147,VIR,2023,Q2,GT
0001628280-23-027227,VIR,2023,Q2,GT
0001628280-23-036397,VIR,2023,Q3,GT
0001628280-24-006346,VIR,2023,Q4,GT
0001628280-24-020009,VIR,2024,Q1,GT
0001628280-24-034143,VIR,2024,Q2,GT
0001628280-24-044563,VIR,2024,Q3,GT
0001628280-25-008163,VIR,2024,Q4,GT
0001628280-25-023175,VIR,2025,Q1,GT
0001628280-25-038329,VIR,2025,Q2,GT
0001628280-25-049561,VIR,2025,Q3,GT
0001628280-26-001768,VIR,2025,Q4,GT
0001628280-26-010740,VIR,2025,Q4,GT
0000950170-23-014788,VKTX,2023,Q1,GT
0000950170-23-034741,VKTX,2023,Q2,GT
0000950170-23-055209,VKTX,2023,Q3,GT
0000950170-24-012199,VKTX,2023,Q4,GT
0000950170-24-047567,VKTX,2024,Q1,GT
0000950170-24-086039,VKTX,2024,Q2,GT
0000950170-24-116642,VKTX,2024,Q3,GT
0000950170-25-014464,VKTX,2024,Q4,GT
0000950170-25-057337,VKTX,2025,Q1,GT
0000950170-25-097885,VKTX,2025,Q2,GT
0001193125-25-246775,VKTX,2025,Q3,GT
0001193125-26-046536,VKTX,2025,Q4,GT
0001035002-23-000052,VLO,2023,Q1,GT
0001035002-23-000101,VLO,2023,Q2,GT
0001035002-23-000108,VLO,2023,Q3,GT
0001035002-24-000004,VLO,2023,Q4,GT
0001035002-24-000020,VLO,2024,Q1,GT
0001035002-24-000050,VLO,2024,Q2,GT
0001035002-24-000054,VLO,2024,Q3,GT
0001035002-25-000002,VLO,2024,Q4,GT
0001193125-25-082159,VLO,2025,Q1,GT
0001035002-25-000016,VLO,2025,Q1,GT
0001035002-25-000060,VLO,2025,Q2,GT
0001628280-25-045978,VLO,2025,Q3,GT
0001628280-26-003974,VLO,2025,Q4,GT
0001140361-23-022853,VMC,2023,Q1,GT
0001140361-23-037768,VMC,2023,Q2,GT
0001140361-23-049589,VMC,2023,Q3,GT
0001140361-24-008270,VMC,2023,Q4,GT
0001140361-24-023839,VMC,2024,Q1,GT
0001140361-24-035798,VMC,2024,Q2,GT
0001140361-24-044579,VMC,2024,Q3,GT
0001140361-25-004970,VMC,2024,Q4,GT
0001140361-25-016513,VMC,2025,Q1,GT
0001140361-25-028104,VMC,2025,Q2,GT
0001140361-25-039792,VMC,2025,Q3,GT
0001140361-26-005605,VMC,2025,Q4,GT
0001602065-23-000018,VNOM,2023,Q1,GT
0001602065-23-000046,VNOM,2023,Q2,GT
0001602065-23-000066,VNOM,2023,Q3,GT
0001602065-23-000083,VNOM,2023,Q3,GT
0001602065-24-000006,VNOM,2023,Q4,GT
0001602065-24-000024,VNOM,2024,Q1,GT
0001602065-24-000061,VNOM,2024,Q2,GT
0001602065-24-000079,VNOM,2024,Q3,GT
0001602065-25-000003,VNOM,2024,Q4,GT
0001602065-25-000006,VNOM,2024,Q4,GT
0001602065-25-000023,VNOM,2025,Q1,GT
0001602065-25-000030,VNOM,2025,Q1,GT
0001602065-25-000057,VNOM,2025,Q2,GT
0001535929-23-000032,VOYA,2023,Q1,GT
0001535929-23-000063,VOYA,2023,Q2,GT
0001535929-23-000078,VOYA,2023,Q3,GT
0001535929-24-000029,VOYA,2023,Q4,GT
0001535929-24-000047,VOYA,2024,Q1,GT
0001535929-24-000080,VOYA,2024,Q2,GT
0001535929-24-000100,VOYA,2024,Q3,GT
0001535929-25-000012,VOYA,2024,Q4,GT
0001535929-25-000037,VOYA,2025,Q1,GT
0001535929-25-000068,VOYA,2025,Q2,GT
0001535929-25-000112,VOYA,2025,Q3,GT
0001535929-26-000009,VOYA,2025,Q4,GT
0001171843-23-002727,VRNS,2023,Q1,GT
0001171843-23-004808,VRNS,2023,Q2,GT
0001171843-23-006530,VRNS,2023,Q3,GT
0001171843-24-000594,VRNS,2023,Q4,GT
0001171843-24-002573,VRNS,2024,Q1,GT
0001171843-24-004217,VRNS,2024,Q2,GT
0001171843-24-005856,VRNS,2024,Q3,GT
0001171843-25-000613,VRNS,2024,Q4,GT
0001171843-25-002821,VRNS,2025,Q1,GT
0001171843-25-004781,VRNS,2025,Q2,GT
0001171843-25-006721,VRNS,2025,Q3,GT
0001171843-26-000602,VRNS,2025,Q4,GT
0001166388-23-000092,VRNT,2024,Q1,GT
0001166388-23-000143,VRNT,2024,Q2,GT
0001166388-23-000170,VRNT,2024,Q3,GT
0001166388-24-000013,VRNT,2024,Q4,GT
0001166388-24-000088,VRNT,2025,Q1,GT
0001166388-24-000144,VRNT,2025,Q2,GT
0001166388-24-000174,VRNT,2025,Q3,GT
0001166388-25-000011,VRNT,2025,Q4,GT
0001166388-25-000095,VRNT,2026,Q1,GT
0001437749-23-021528,VRSK,2023,Q2,GT
0001437749-23-029652,VRSK,2023,Q3,GT
0001437749-24-004938,VRSK,2023,Q4,GT
0001437749-24-014063,VRSK,2024,Q1,GT
0001437749-24-023984,VRSK,2024,Q2,GT
0001437749-24-032535,VRSK,2024,Q3,GT
0001437749-25-005158,VRSK,2024,Q4,GT
0001437749-25-014906,VRSK,2025,Q1,GT
0001437749-25-023861,VRSK,2025,Q2,GT
0001437749-25-032072,VRSK,2025,Q3,GT
0001437749-26-004451,VRSK,2025,Q4,GT
0000875320-23-000010,VRTX,2023,Q1,GT
0000875320-23-000019,VRTX,2023,Q2,GT
0000875320-23-000029,VRTX,2023,Q3,GT
0000875320-24-000012,VRTX,2023,Q4,GT
0000875320-24-000137,VRTX,2024,Q1,GT
0000875320-24-000193,VRTX,2024,Q2,GT
0000875320-24-000221,VRTX,2024,Q3,GT
0000875320-25-000029,VRTX,2024,Q4,GT
0000875320-25-000171,VRTX,2025,Q1,GT
0000875320-25-000213,VRTX,2025,Q2,GT
0000875320-25-000230,VRTX,2025,Q3,GT
0000875320-26-000034,VRTX,2025,Q4,GT
0001193125-23-147020,VSAT,2023,Q4,GT
0001193125-23-273512,VSAT,2024,Q2,GT
0001193125-24-025304,VSAT,2024,Q3,GT
0001193125-24-143911,VSAT,2024,Q4,GT
0001193125-24-195897,VSAT,2025,Q1,GT
0001193125-24-252046,VSAT,2025,Q2,GT
0001193125-25-021810,VSAT,2025,Q3,GT
0001193125-25-123143,VSAT,2025,Q4,GT
0001193125-25-173528,VSAT,2026,Q1,GT
0001193125-25-272331,VSAT,2026,Q2,GT
0001193125-26-039528,VSAT,2026,Q3,GT
0001193125-23-138876,VST,2023,Q1,GT
0001193125-23-206766,VST,2023,Q2,GT
0001193125-23-271904,VST,2023,Q3,GT
0001193125-24-049124,VST,2023,Q4,GT
0001193125-24-133760,VST,2024,Q1,GT
0001193125-24-196470,VST,2024,Q2,GT
0001193125-24-252608,VST,2024,Q3,GT
0001193125-25-037636,VST,2024,Q4,GT
0001193125-25-114425,VST,2025,Q1,GT
0001193125-25-174942,VST,2025,Q2,GT
0001193125-25-268033,VST,2025,Q3,GT
0001193125-26-073364,VST,2025,Q4,GT
0001616707-23-000078,W,2023,Q1,GT
0001616707-23-000094,W,2023,Q2,GT
0001616707-23-000104,W,2023,Q3,GT
0001616707-24-000012,W,2023,Q4,GT
0001616707-24-000032,W,2024,Q1,GT
0001616707-24-000045,W,2024,Q2,GT
0001616707-24-000051,W,2024,Q3,GT
0001616707-25-000020,W,2024,Q4,GT
0001616707-25-000045,W,2025,Q1,GT
