exchange,symbol,name,sector,industry
OTC,EXCOF,Exco Techs Ltd,,
OTC,EUTLF,Eutelsat Communs Ord,,
NYSE,OGN,Organon & Co. Common Stock ,Healthcare,Drug Manufacturers - General
OTC,CGPVF,Cgg Ord New,Energy,Oil & Gas Equipment & Services
OTC,GNMLF,Genomma Lab Intl Sab Ord,Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,URBN,"Urban Outfitters, Inc. - Common Stock",,
TSXV,NOW,NowVertical Group Inc.,Technology,Software - Infrastructure
NASDAQ,GOGL,Golden Ocean Group Limited - Common Stock,Industrials,Marine Shipping
TSXV,QYOU,Qyou Media Inc.,,
OTC,VELXF,Canadian Ovrsea Pete Ltd,,
TSXV,NET.UN,Canadian Net Real Estate Investment Trust,Real Estate,REIT - Diversified
NASDAQ,NEXT,NextDecade Corporation - Common Stock,,
TSXV,XYBN,Xybion Digital Inc.,,
TSXV,FTHW,Field Trip Health & Wellness Ltd.,,
OTC,ITOX,Iiot-Oxys Inc,Technology,Computer Hardware
TSXV,ODD,Odd Burger Corporation,,
NYSE,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),Consumer Defensive,Beverages - Brewers
OTC,SPPSY,Sopra Steria Group Un/Adr,,
OTC,NDWTY,Netdragon Websft Unsp/Adr,Communication Services,Electronic Gaming & Multimedia
TSXV,TKX,Trackx Holdings Inc.,,
TSXV,YFI,Edgewater Wireless Systems Inc.,,
OTC,RENO,Renovare Environmental,,
OTC,CAPMF,Capgemini Se Ord,,
NASDAQ,SSB,SouthState Corporation - Common Stock,Financial Services,Banks - Regional
NASDAQ,YTRA,"Yatra Online, Inc. - Ordinary Shares",Consumer Cyclical,Travel Services
NASDAQ,CDRO,"Codere Online Luxembourg, S.A. - Ordinary Shares",Consumer Cyclical,Gambling
OTC,IPSEY,Ipsen Sa S/Adr,,
NASDAQ,SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",,
NASDAQ,CHG,Corphousing Group Inc. - Common Stock,,
OTC,ALJJ,Alj Regional Holdings Inc,,
OTC,KGFHF,Kingfisher Plc Ord,,
NYSE,INFY,Infosys Limited American Depositary Shares,Technology,Information Technology Services
OTC,SMGKF,Smiths Group Plc,,
TSX,SOT.DB,Slate Office REIT,,
NYSE,KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking
TSX,EQB,EQB Inc.,Financial Services,Banks - Regional
NASDAQ,NEOG,Neogen Corporation - Common Stock,Healthcare,Diagnostics & Research
NASDAQ,GCT,GigaCloud Technology Inc - Class A Ordinary Shares,Technology,Software - Infrastructure
NYSE,AOS,A.O. Smith Corporation Common Stock,Industrials,Specialty Industrial Machinery
NYSE,PDS,Precision Drilling Corporation Common Stock,Energy,Oil & Gas Drilling
NYSE,APD,"Air Products and Chemicals, Inc. Common Stock",Basic Materials,Specialty Chemicals
NYSE,TM,Toyota Motor Corporation Common Stock,,
NASDAQ,TIGO,Millicom International Cellular S.A. - Common Stock,Communication Services,Telecom Services
NASDAQ,TGL,Treasure Global Inc. - Common Stock,Technology,Software - Application
NASDAQ,INTC,Intel Corporation - Common Stock,Technology,Semiconductors
NYSE,ELV,"Elevance Health, Inc. Common Stock",Healthcare,Healthcare Plans
NYSE,STM,STMicroelectronics N.V. Common Stock,Technology,Semiconductors
NYSE,HOUS,"Anywhere Real Estate Inc. Common Stock,",Real Estate,Real Estate Services
NASDAQ,MFIC,MidCap Financial Investment Corporation - Closed End Fund,Financial Services,Asset Management
NASDAQ,LSAK,"Lesaka Technologies, Inc. - Common Stock",Technology,Software - Infrastructure
NASDAQ,IAC,IAC Inc. - Common Stock,Communication Services,Internet Content & Information
NASDAQ,RUM,Rumble Inc. - Class A Common Stock,Technology,Software - Application
TSXV,TOI,Topicus.com Inc.,,
NYSE,AJRD,"Aerojet Rocketdyne Holdings, Inc. Common Stock",,
NASDAQ,UAL,"United Airlines Holdings, Inc. - Common Stock",Industrials,Airlines
NASDAQ,ASML,ASML Holding N.V. - New York Registry Shares,Technology,Semiconductor Equipment & Materials
OTC,SDVKF,Sandvik Ab,,
NASDAQ,PIII,P3 Health Partners Inc. - Class A Common Stock,Healthcare,Medical Care Facilities
NASDAQ,NYAX,Nayax Ltd. - Ordinary Shares,Technology,Information Technology Services
NASDAQ,VXRT,"Vaxart, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,HSBC,"HSBC Holdings, plc. Common Stock",,
NYSE,SLGN,Silgan Holdings Inc. Common Stock,Consumer Cyclical,Packaging & Containers
TSXV,GCC,Golden Cariboo Resources Ltd.,,
NASDAQ,BFST,"Business First Bancshares, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,ELME,Elme Communities Common Stock,Real Estate,REIT - Residential
NASDAQ,MYNA,Mynaric AG - American Depository Shares,Technology,Communication Equipment
NASDAQ,FIP,FTAI Infrastructure Inc. - Common Stock,Industrials,Conglomerates
TSX,BLCO,Bausch + Lomb Corporation,Healthcare,Medical Instruments & Supplies
NASDAQ,SIDU,"Sidus Space, Inc. - Class A Common Stock",Industrials,Aerospace & Defense
NASDAQ,MRBK,Meridian Corporation - Common Stock,,
NASDAQ,UPXI,"Upexi, Inc. - Common Stock",Communication Services,Internet Content & Information
NASDAQ,BTMD,Biote Corp. - Class A common stock,Healthcare,Medical Care Facilities
NYSE,MODG,Topgolf Callaway Brands Corp. Common Stock,Consumer Cyclical,Leisure
NASDAQ,KITT,"Nauticus Robotics, Inc. - Common stock",Industrials,Aerospace & Defense
TSX,LUC,Lucara Diamond Corp.,,
NASDAQ,LARK,Landmark Bancorp Inc. - Common Stock,Financial Services,Banks - Regional
NASDAQ,CLMB,"Climb Global Solutions, Inc. - Common Stock",Technology,Electronics & Computer Distribution
NASDAQ,META,"Meta Platforms, Inc. - Class A Common Stock",Communication Services,Internet Content & Information
NYSE,TS,Tenaris S.A. American Depositary Shares,Energy,Oil & Gas Equipment & Services
NASDAQ,SFE,"Safeguard Scientifics, Inc. - Common stock",Financial Services,Asset Management
NYSE,ALV,"Autoliv, Inc. Common Stock",,
NASDAQ,BIIB,Biogen Inc. - Common Stock,Healthcare,Drug Manufacturers - General
OTC,EMBVF,Arca Continental Sab De C,,
NASDAQ,FRZA,"Forza X1, Inc. - Common Stock",Consumer Cyclical,Recreational Vehicles
TSX,TTNM,Titanium Transportation Group Inc.,Industrials,Integrated Freight & Logistics
NASDAQ,OMIC,"Singular Genomics Systems, Inc. - Common Stock",Healthcare,Medical Instruments & Supplies
NASDAQ,ACNT,Ascent Industries Co. - Common Stock,Basic Materials,Steel
NASDAQ,ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",Healthcare,Biotechnology
OTC,RWCB,Redwood Capital Bncrp(Ca),,
NASDAQ,MBRX,"Moleculin Biotech, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,COIN,"Coinbase Global, Inc. - Class A Common Stock",Financial Services,Financial Data & Stock Exchanges
NASDAQ,NODK,"NI Holdings, Inc. - Common Stock",,
NYSE,CRBG,Corebridge Financial Inc. Common Stock,Financial Services,Asset Management
NASDAQ,INBS,Intelligent Bio Solutions Inc.  - Common Stock,,
NASDAQ,LASE,Laser Photonics Corporation - Common Stock,Industrials,Specialty Industrial Machinery
NYSE,AMPX,"Amprius Technologies, Inc. Common Stock",Industrials,Electrical Equipment & Parts
AMEX,TOVX,"Theriva Biologics, Inc. Common Stock",Healthcare,Biotechnology
NYSE,GBTG,"Global Business Travel Group, Inc. Class A Common Stock",Technology,Software - Application
NYSE,PR,Permian Resources Corporation Class A Common Stock,Energy,Oil & Gas E&P
TSX,HEO,H2O Innovation Inc.,Utilities,Utilities - Regulated Water
NASDAQ,SCPH,scPharmaceuticals Inc. - Common Stock,Healthcare,Biotechnology
NYSE,KFS,"Kingsway Financial Services, Inc. Common Stock (DE)",Consumer Cyclical,Auto & Truck Dealerships
NASDAQ,LSTA,"Lisata Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,IVVD,"Invivyd, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,AKLI,"Akili, Inc. - Common Stock",Healthcare,Health Information Services
NASDAQ,TGAN,"Transphorm, Inc. - Common Stock",Technology,Semiconductor Equipment & Materials
NYSE,RBT,"Rubicon Technologies, Inc. Class A Common Stock",Technology,Software - Application
NYSE,XPER,Xperi Inc. Common Stock ,Technology,Software - Application
NASDAQ,ADEA,Adeia Inc.  - Common Stock,Technology,Software - Application
NASDAQ,ACET,"Adicet Bio, Inc. - Common Stock",,
NYSE,RBC,RBC Bearings Incorporated Common Stock,Industrials,Tools & Accessories
NASDAQ,XWEL,"XWELL, Inc. - Common Stock",Healthcare,Diagnostics & Research
NASDAQ,EPSN,Epsilon Energy Ltd. - Common Shares,Energy,Oil & Gas E&P
NASDAQ,USEG,U.S. Energy Corp. - Common Stock,Energy,Oil & Gas E&P
TSX,DNTL,dentalcorp Holdings Ltd.,Healthcare,Medical Care Facilities
NASDAQ,AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,GRNT,"Granite Ridge Resources, Inc. Common Stock",Energy,Oil & Gas E&P
AMEX,INLX,"Intellinetics, Inc. Common Stock",Technology,Software - Application
TSX,ORE,Orezone Gold Corporation,Basic Materials,Gold
NASDAQ,NOGN,"Nogin, Inc. - Common Stock",Technology,Software - Application
NASDAQ,SHFS,"SHF Holdings, Inc. - Class A Common Stock",Financial Services,Banks - Regional
AMEX,USAS,"Americas Gold and Silver Corporation Common Shares, no par value",,
NASDAQ,PRST,"Presto Automation, Inc. - Common Stock",Technology,Software - Application
NASDAQ,LUXH,LuxUrban Hotels Inc. - Common Stock,Consumer Cyclical,Lodging
AMEX,MPTI,"M-tron Industries, Inc. Common Stock",Technology,Electronic Components
NASDAQ,OPAL,OPAL Fuels Inc. - Class A Common Stock,Utilities,Utilities - Regulated Gas
NASDAQ,SIEB,Siebert Financial Corp. - Common Stock,,
NASDAQ,USEA,United Maritime Corporation - Common Stock,,
TSXV,INSP,Inspire Semiconductor Holdings Inc.,,
OTC,QIFTF,Quorum Information Techs,Technology,Software - Application
NASDAQ,RVYL,Ryvyl Inc. - Common Stock,Technology,Software - Infrastructure
TSXV,ARC,ARCpoint Inc.,Healthcare,Diagnostics & Research
NASDAQ,CMPS,COMPASS Pathways Plc - American Depository Shares,Healthcare,Medical Care Facilities
NASDAQ,PXS,Pyxis Tankers Inc. - Common Stock,Energy,Oil & Gas Midstream
NASDAQ,CMPX,"Compass Therapeutics, Inc. - Common Stock",,
OTC,VACBF,Nykode Therapeutics As,,
AMEX,GNS,Genius Group Limited Ordinary Shares,Consumer Defensive,Education & Training Services
NASDAQ,STIX,"Semantix, Inc. - Ordinary Shares",Technology,Software - Application
NASDAQ,WAVE,Eco Wave Power Global AB (publ) - American Depositary Shares,Utilities,Utilities - Renewable
NASDAQ,ZFOX,"ZeroFox Holdings, Inc. - Common Stock",Technology,Software - Infrastructure
NASDAQ,PEGY,Pineapple Energy Inc. - Common Stock,Technology,Solar
OTC,CNPOF,Riv Cap Inc,Healthcare,Drug Manufacturers - Specialty & Generic
AMEX,TRX,TRX Gold Corporation Common Stock,Basic Materials,Gold
TSXV,ONE,01 Communique Laboratory Inc.,Technology,Software - Application
OTC,INEOF,Ineo Tech Corp,,
NASDAQ,DAKT,"Daktronics, Inc. - Common Stock",Technology,Electronic Components
OTC,WEBC,Webco Industries Inc,,
NASDAQ,ARQQ,Arqit Quantum Inc. - Ordinary Shares,Technology,Software - Infrastructure
TSX,XTRA,Xtract One Technologies Inc.,Technology,Software - Application
NASDAQ,KEQU,Kewaunee Scientific Corporation - Common Stock,,
NASDAQ,LEE,"Lee Enterprises, Incorporated - Common Stock",Communication Services,Publishing
NASDAQ,SNAL,"Snail, Inc. - Class A Common Stock",Communication Services,Electronic Gaming & Multimedia
TSXV,ENW,EnWave Corporation,Industrials,Specialty Industrial Machinery
NASDAQ,ACLX,"Arcellx, Inc. - Common Stock",Healthcare,Biotechnology
OTC,FGPR,Ferrellgas Partnrs Lp New,Energy,Oil & Gas Refining & Marketing
AMEX,LPTV,"Loop Media, Inc. Common Stock",Communication Services,Broadcasting
OTC,CPXGF,Cineplex Inc,,
OTC,NNRHF,Neinor Homes Sa Ord,,
OTC,NGGTF,National Grid Plc Ord,,
TSXV,CDX,Cloud DX Inc.,,
NASDAQ,MSPR,"MSP Recovery, Inc. - Class A Common Stock",,
NASDAQ,CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",Technology,Software - Infrastructure
OTC,AMSIY,Arcelormittal Sa S/Adr,,
OTC,LKNCY,Luckin Coffee Inc Sp/Adr,Consumer Cyclical,Restaurants
NASDAQ,BWAY,BrainsWay Ltd. - American Depositary Shares,Healthcare,Medical Devices
TSX,BLX,Boralex Inc.,Utilities,Utilities - Renewable
TSXV,AAZ,Azincourt Energy Corp.,,
OTC,SAAGF,Shanta Gold Ltd Ord,,
OTC,MCIAF,Mercia Asset Mgmt Plc,,
NYSE,HEI.A,Heico Corporation Common Stock,Industrials,Aerospace & Defense
NASDAQ,HBNC,"Horizon Bancorp, Inc. - Common Stock",Financial Services,Banks - Regional
NASDAQ,FRBA,First Bank  - Common Stock,Financial Services,Banks - Regional
OTC,HMNKF,Hms Networks Ab New,Technology,Communication Equipment
AMEX,KNW,"Know Labs, Inc. Common Stock",Technology,Scientific & Technical Instruments
NASDAQ,HONE,"HarborOne Bancorp, Inc. - Common Stock",,
NYSE,FLNG,FLEX LNG Ltd. Ordinary Shares,Energy,Oil & Gas Midstream
TSX,CHE.DB.D,Chemtrade Logistics Income Fund,,
NASDAQ,BANR,Banner Corporation - Common Stock,Financial Services,Banks - Regional
TSX,BABY,Else Nutrition Holdings Inc.,Consumer Defensive,Packaged Foods
NYSE,ICE,Intercontinental Exchange Inc. Common Stock,Financial Services,Financial Data & Stock Exchanges
NYSE,GATX,GATX Corporation Common Stock,Industrials,Rental & Leasing Services
NYSE,BEN,"Franklin Resources, Inc. Common Stock",,
TSX,ABX,Barrick Gold Corporation,Basic Materials,Gold
NYSE,PKI,"PerkinElmer, Inc. Common Stock",,
NASDAQ,BWB,"Bridgewater Bancshares, Inc. - Common Stock",Financial Services,Banks - Regional
NASDAQ,GEHC,GE HealthCare Technologies Inc. - Common Stock,Healthcare,Health Information Services
NASDAQ,HBT,"HBT Financial, Inc. - Common Stock",,
NASDAQ,TFIN,"Triumph Financial, Inc. - Common Stock",Financial Services,Banks - Regional
NASDAQ,FLIC,The First of Long Island Corporation - Common Stock,Financial Services,Banks - Regional
NASDAQ,BAFN,BayFirst Financial Corp. - Common Stock,Financial Services,Banks - Regional
TSX,BN,Brookfield Corporation,Financial Services,Asset Management
NASDAQ,MATW,Matthews International Corporation - Class A Common Stock,Industrials,Conglomerates
OTC,NHYDY,Norsk Hydro A S Ads,Basic Materials,Aluminum
NYSE,RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",Financial Services,Insurance - Specialty
OTC,FNBT,Finemark Holdings Inc,,
TSX,SVM,Silvercorp Metals Inc.,Basic Materials,Silver
TSX,CCA,Cogeco Communications Inc.,,
OTC,AMBZ,Amer Business Bk Ca,,
OTC,VOLVF,Volvo Ab B,,
OTC,FBTT,First Bankers Trustshares,,
NASDAQ,WEST,Westrock Coffee Company - Common Stock,Consumer Defensive,Packaged Foods
NASDAQ,CODA,"Coda Octopus Group, Inc. - Common stock",Industrials,Aerospace & Defense
NASDAQ,HWBK,"Hawthorn Bancshares, Inc. - Common Stock",,
NASDAQ,EBC,"Eastern Bankshares, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,GS,"Goldman Sachs Group, Inc. (The) Common Stock",Financial Services,Capital Markets
NYSE,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors
NYSE,APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Financial Services,Asset Management
NASDAQ,WMG,Warner Music Group Corp. - Class A Common Stock,Communication Services,Entertainment
TSXV,DSY,Destiny Media Technologies Inc.,,
NYSE,NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),,
NASDAQ,PNFP,"Pinnacle Financial Partners, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,DD,"DuPont de Nemours, Inc. Common Stock",Basic Materials,Specialty Chemicals
NASDAQ,HTZ,"Hertz Global Holdings, Inc - Common Stock",Industrials,Rental & Leasing Services
NYSE,KD,"Kyndryl Holdings, Inc. Common Stock",Technology,Information Technology Services
OTC,NJDCY,Nidec Corp Adr,Industrials,Specialty Industrial Machinery
TSXV,DMT,Small Pharma Inc.,,
NASDAQ,MBLY,Mobileye Global Inc. - Class A Common Stock,Consumer Cyclical,Auto Parts
NYSE,RXO,"RXO, Inc. Common Stock",Industrials,Trucking
NASDAQ,OSBC,"Old Second Bancorp, Inc. - Common Stock",Financial Services,Banks - Regional
NASDAQ,FITB,Fifth Third Bancorp - Common Stock,Financial Services,Banks - Regional
TSX,FLOW,Flow Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic
NASDAQ,HWKN,"Hawkins, Inc. - Common Stock",,
NASDAQ,TRVG,trivago N.V. - American Depositary Shares,Communication Services,Internet Content & Information
OTC,SSNLF,Samsung Elect Ltd,,
NASDAQ,CRUS,"Cirrus Logic, Inc. - Common Stock",Technology,Semiconductors
NYSE,UHAL,U-Haul Holding Company Common Stock,Industrials,Rental & Leasing Services
TSX,STEP,STEP Energy Services Ltd.,Energy,Oil & Gas Equipment & Services
NYSE,WT,"WisdomTree, Inc. Common Stock",Financial Services,Asset Management
NASDAQ,SAIA,"Saia, Inc. - Common Stock",Industrials,Trucking
NASDAQ,MSTR,MicroStrategy Incorporated - Class A Common Stock,Technology,Software - Application
NYSE,DB,Deutsche Bank AG Common Stock,,
NYSE,NVO,Novo Nordisk A/S Common Stock,,
NYSE,GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),,
NASDAQ,HAYN,"Haynes International, Inc. - Common Stock",Industrials,Metal Fabrication
NASDAQ,SNY,Sanofi - American Depositary Shares,,
NYSE,TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,VTS,"Vitesse Energy, Inc. Common Stock",Energy,Oil & Gas E&P
NYSE,KOS,Kosmos Energy Ltd. Common Shares (DE),Energy,Oil & Gas E&P
NASDAQ,POOL,Pool Corporation - Common Stock,Industrials,Industrial Distribution
NASDAQ,REAL,"The RealReal, Inc. - Common Stock",Consumer Cyclical,Luxury Goods
NYSE,LEG,"Leggett & Platt, Incorporated Common Stock",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NASDAQ,POCI,"Precision Optics Corporation, Inc. - Common stock",Healthcare,Medical Instruments & Supplies
NASDAQ,NRC,National Research Corporation - Common Stock,Healthcare,Health Information Services
TSX,MPCT.DB,Dream Impact Trust,,
OTC,TELNY,Telenor Asa S/Adr,Communication Services,Telecom Services
NYSE,MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",Industrials,Conglomerates
OTC,IDRSF,Idorsia Ag Reg Shares Ord,,
NASDAQ,AVTA,"Avantax, Inc. - Common Stock",Financial Services,Asset Management
NYSE,UL,Unilever PLC Common Stock,,
OTC,SDCH,Sidechannel Inc,Technology,Software - Infrastructure
NASDAQ,CRESY,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",,
NYSE,FG,"F&G Annuities & Life, Inc. Common Stock",Financial Services,Insurance - Life
NYSE,PEG,Public Service Enterprise Group Incorporated Common Stock,Utilities,Utilities - Regulated Electric
NASDAQ,IDBA,IDEX Biometrics ASA - American Depositary Shares,,
NASDAQ,LAZY,"Lazydays Holdings, Inc. - Common Stock",Consumer Cyclical,Auto & Truck Dealerships
NYSE,GIL,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",Consumer Cyclical,Apparel Manufacturing
NASDAQ,APPH,"AppHarvest, Inc. - Common Stock",,
NYSE,TFPM,Triple Flag Precious Metals Corp. Common Shares,,
NYSE,GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,Financial Services,Mortgage Finance
NYSE,VTLE,"Vital Energy, Inc. Common Stock, par value $0.01 per share",Energy,Oil & Gas E&P
NASDAQ,VNOM,"Viper Energy, Inc.  - Class A Common Stock",Energy,Oil & Gas Midstream
NASDAQ,QSG,QuantaSing Group Limited - American Depositary Shares,Consumer Defensive,Education & Training Services
OTC,IMXCF,Imax China Hldg Inc Ord,,
OTC,TBCCF,Tbc Bank Group Plc,,
AMEX,MNK,Mallinckrodt plc Ordinary Shares,,
NASDAQ,MOND,"Mondee Holdings, Inc. - Class A Common Stock",Consumer Cyclical,Travel Services
NASDAQ,IPAR,"Interparfums, Inc. - Common Stock",Consumer Defensive,Household & Personal Products
NASDAQ,ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,Utilities,Utilities - Renewable
OTC,GCHEF,Grupo Comercial Ched Ord,Consumer Defensive,Grocery Stores
NYSE,FSCO,FS Credit Opportunities Corp. Common Stock,Financial Services,Asset Management
NASDAQ,SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",Financial Services,Insurance - Property & Casualty
NASDAQ,MOLN,Molecular Partners AG - American Depositary Shares,Healthcare,Biotechnology
NYSE,JHX,James Hardie Industries plc American Depositary Shares (Ireland),Basic Materials,Building Materials
